candidates preference to courses:
candidate     course10      course3      course7      course5      course1     course14      course8     course11     course12      course0      course2      course9      course4     course13      course6
course14        5           0.0          0.4  Unqualified          0.1          0.1          0.4          0.7  Unqualified          0.6          0.9            0  Unqualified          0.5          0.7          0.5          0.8          0.9  Unqualified          0.8            1          0.4            0          0.8          0.1          0.4          0.1           0.8          0.9          0.9  Unqualified            0          0.5          0.4          0.6  Unqualified  Unqualified          0.8          0.9          0.7          0.2  Unqualified          0.6          0.8  Unqualified            0          0.1          0.4          0.8           0.9          0.3          0.8          0.7          0.5            1  Unqualified          0.6  Unqualified          0.3  Unqualified  Unqualified            0  Unqualified  Unqualified  Unqualified          0.3          0.9          0.5          0.3          0.8          0.7          0.7          0.9          0.4          0.1          0.3          0.2          0.6            0          0.2          0.3          0.9  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.4          0.6  Unqualified          0.6          0.5          0.6          0.8            0  Unqualified          0.9          0.5          0.9  Unqualified          0.9          0.9  Unqualified            1  Unqualified          0.3            1          0.9  Unqualified          0.5          0.1  Unqualified            0          0.6          0.5          0.7          0.9          0.7          0.1          0.7  Unqualified          0.5          0.6          0.2           0.7  Unqualified          0.1            0          0.7  Unqualified          0.3          0.6          0.7  Unqualified          0.5          0.6          0.4            0          0.4          0.6          0.5            0          0.9  Unqualified          0.9  Unqualified  Unqualified          0.5  Unqualified          0.3  Unqualified          0.5          0.6          0.1          0.5  Unqualified          0.6          0.3          0.4  Unqualified          0.7  Unqualified  Unqualified          0.6          0.9  Unqualified          0.7          0.5          0.6            1          0.4  Unqualified          0.8            1          0.9          0.8            0          0.3          0.1            1  Unqualified  Unqualified          0.4          0.6          0.7          0.5          0.5          0.2          0.8            1            1  Unqualified          0.8          0.3          0.5          0.3          0.6  Unqualified          0.2            0  Unqualified

Final TA assignment:
course10:,candidate169
course3:,candidate126, candidate21, candidate79, candidate75, candidate41
course7:,candidate183, candidate28, candidate64, candidate98, candidate106
course5:,candidate37, candidate136, candidate120
course1:,candidate100, candidate113
course14:,candidate118, candidate71, candidate173, candidate1, candidate43
course8:,candidate148, candidate110, candidate87, candidate149
course11:,candidate51, candidate191
course12:,candidate181, candidate155
course0:,candidate97, candidate63
course2:,candidate89, candidate93, candidate184, candidate27
course9:,candidate44
course4:,candidate105, candidate76
course13:,candidate193, candidate158, candidate142, candidate32
course6:,candidate61, candidate30

Score for assignment: 72.8
Percentage of courses get top 3 choice of candidates: 100.0
Percentage of candidates get top 3 choice of courses: 61.36
