candidates preference to courses:
candidate      course2      course7      course3     course19     course16     course22     course18     course15      course8      course6      course1     course24     course14      course9      course5     course20     course13      course0     course21     course17      course4     course11     course23     course12     course10
candidate761          0.7          0.4  Unqualified  Unqualified          0.4  Unqualified          0.5          0.5          0.1          0.3          0.8  Unqualified          0.6  Unqualified  Unqualified  Unqualified          0.3            1          0.8          0.6  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified
candidate762  Unqualified          0.7          0.4  Unqualified  Unqualified          0.9            1          0.9          0.3          0.7          0.3  Unqualified          0.1          0.3  Unqualified          0.9  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified          0.6  Unqualified  Unqualified
candidate763          0.3  Unqualified  Unqualified          0.6  Unqualified          0.9          0.8  Unqualified  Unqualified          0.4  Unqualified          0.6          0.1          0.1          0.4          0.2  Unqualified  Unqualified          0.5          0.3          0.6          0.5  Unqualified          0.4  Unqualified
candidate764  Unqualified  Unqualified  Unqualified          0.7            1            1  Unqualified          0.6  Unqualified  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.7            0  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified
candidate765          0.6  Unqualified          0.2          0.4  Unqualified  Unqualified          0.8          0.7  Unqualified            0  Unqualified  Unqualified          0.6          0.2          0.4  Unqualified          0.5  Unqualified          0.2  Unqualified  Unqualified          0.1          0.7          0.8  Unqualified
candidate766            1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.6          0.1          0.4  Unqualified          0.8          0.7          0.5          0.1  Unqualified          0.7  Unqualified          0.6          0.4  Unqualified          0.4  Unqualified  Unqualified  Unqualified          0.2
candidate767          0.1          0.2            1          0.4  Unqualified  Unqualified  Unqualified  Unqualified          0.5  Unqualified          0.9  Unqualified  Unqualified          0.5          0.3  Unqualified          0.7  Unqualified  Unqualified          0.9            1  Unqualified  Unqualified  Unqualified  Unqualified
candidate768          0.3          0.3            1  Unqualified  Unqualified          0.4          0.8          0.8  Unqualified  Unqualified          0.7  Unqualified          0.2  Unqualified          0.3          0.2  Unqualified          0.5  Unqualified          0.9  Unqualified          0.7          0.9          0.5            0
candidate769  Unqualified          0.4          0.7          0.5  Unqualified          0.4          0.1          0.4          0.7          0.3          0.5  Unqualified          0.5          0.9  Unqualified  Unqualified          0.9          0.8  Unqualified  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified
candidate770          0.1  Unqualified  Unqualified  Unqualified            1          0.5  Unqualified          0.5          0.7          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified            1          0.3  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.3
candidate771          0.9          0.8          0.9          0.6          0.6            0          0.6          0.7          0.7  Unqualified  Unqualified          0.4          0.1          0.2  Unqualified  Unqualified            0  Unqualified  Unqualified  Unqualified            0          0.6          0.7  Unqualified          0.1
candidate772            1  Unqualified  Unqualified          0.9  Unqualified          0.8  Unqualified          0.7  Unqualified          0.9          0.1          0.2  Unqualified          0.8  Unqualified          0.9          0.7          0.6          0.6          0.2  Unqualified          0.7  Unqualified  Unqualified          0.8
candidate773          0.4            0          0.9  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.1            1  Unqualified          0.1          0.4          0.7  Unqualified          0.1            0          0.9  Unqualified  Unqualified
candidate774          0.6          0.7          0.4  Unqualified  Unqualified          0.4          0.1  Unqualified          0.9  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified          0.4          0.6          0.5  Unqualified  Unqualified          0.1  Unqualified          0.3  Unqualified  Unqualified
candidate775  Unqualified  Unqualified          0.7  Unqualified          0.1          0.1          0.8          0.8  Unqualified  Unqualified          0.1  Unqualified  Unqualified          0.7          0.1  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified            1  Unqualified          0.5
candidate776  Unqualified          0.1          0.5  Unqualified          0.8  Unqualified          0.9          0.7  Unqualified          0.8  Unqualified          0.3  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified            1          0.3  Unqualified          0.9          0.4  Unqualified
candidate777          0.5  Unqualified  Unqualified  Unqualified          0.1  Unqualified            0  Unqualified            1  Unqualified          0.8          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.1  Unqualified          0.8          0.6  Unqualified  Unqualified  Unqualified          0.5          0.2
candidate778          0.3          0.9            0  Unqualified          0.4          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.4          0.2  Unqualified          0.9  Unqualified          0.6  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified            1
candidate779          0.1  Unqualified          0.3          0.7          0.7  Unqualified  Unqualified  Unqualified            0          0.1  Unqualified  Unqualified          0.2          0.1  Unqualified          0.7  Unqualified  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7
candidate780  Unqualified            1  Unqualified  Unqualified  Unqualified          0.9            0  Unqualified  Unqualified          0.8          0.3          0.4          0.7  Unqualified          0.8  Unqualified          0.1  Unqualified          0.9  Unqualified          0.2            1  Unqualified          0.8          0.5
candidate781          0.5          0.2  Unqualified  Unqualified          0.4  Unqualified  Unqualified          0.9  Unqualified          0.8          0.5  Unqualified  Unqualified  Unqualified          0.6          0.3  Unqualified          0.9          0.1          0.4          0.2  Unqualified            1          0.5          0.2
candidate782          0.7          0.9            0          0.3          0.5          0.2  Unqualified          0.6  Unqualified          0.9  Unqualified          0.5  Unqualified  Unqualified  Unqualified            1          0.8          0.4  Unqualified          0.7  Unqualified          0.3  Unqualified          0.3          0.2
candidate783          0.7  Unqualified          0.8          0.6          0.4  Unqualified  Unqualified  Unqualified          0.4          0.7          0.3          0.5          0.1          0.1          0.4  Unqualified          0.4  Unqualified  Unqualified          0.8  Unqualified          0.7  Unqualified  Unqualified  Unqualified
candidate784          0.9  Unqualified  Unqualified          0.2  Unqualified            1          0.6  Unqualified  Unqualified  Unqualified            1          0.2  Unqualified          0.2          0.7  Unqualified  Unqualified          0.4          0.7          0.7  Unqualified          0.1  Unqualified  Unqualified          0.9
candidate785  Unqualified          0.1  Unqualified  Unqualified          0.2  Unqualified          0.3  Unqualified          0.8  Unqualified          0.8  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified          0.2            0          0.2            1          0.4  Unqualified          0.7  Unqualified
candidate786          0.4          0.1  Unqualified  Unqualified          0.1  Unqualified            0          0.5          0.5          0.5  Unqualified  Unqualified          0.3          0.3  Unqualified  Unqualified          0.9  Unqualified  Unqualified  Unqualified          0.6          0.5  Unqualified  Unqualified          0.9
candidate787  Unqualified          0.8  Unqualified          0.2          0.6          0.4          0.8          0.4          0.5          0.6  Unqualified          0.4  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified          0.3            0  Unqualified          0.8  Unqualified          0.7
candidate788          0.2  Unqualified          0.3  Unqualified  Unqualified  Unqualified            1          0.8          0.3          0.5          0.4  Unqualified          0.4          0.7          0.3  Unqualified  Unqualified          0.5          0.5  Unqualified          0.6  Unqualified  Unqualified  Unqualified  Unqualified
candidate789  Unqualified  Unqualified          0.6          0.6  Unqualified            0          0.3            1  Unqualified          0.9  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.8          0.1          0.9          0.9          0.1          0.1  Unqualified  Unqualified          0.6          0.3
candidate790          0.2          0.9            0          0.3          0.4  Unqualified            1  Unqualified  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified          0.6          0.5  Unqualified          0.8          0.7  Unqualified          0.5  Unqualified            0  Unqualified  Unqualified
candidate791          0.4            0          0.8  Unqualified          0.1          0.5          0.1  Unqualified  Unqualified          0.1          0.1          0.7          0.6  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.8
candidate792          0.4  Unqualified          0.8  Unqualified  Unqualified          0.9  Unqualified  Unqualified  Unqualified          0.8  Unqualified  Unqualified          0.8          0.7  Unqualified          0.4            0          0.5  Unqualified          0.2          0.9          0.3  Unqualified  Unqualified          0.3
candidate793  Unqualified          0.3  Unqualified          0.3          0.1  Unqualified          0.8  Unqualified  Unqualified  Unqualified          0.8          0.9          0.1  Unqualified          0.8          0.1  Unqualified          0.1          0.8          0.3  Unqualified          0.4  Unqualified          0.9          0.9
candidate794          0.2  Unqualified  Unqualified          0.7  Unqualified          0.6          0.2  Unqualified  Unqualified          0.9          0.4          0.4  Unqualified  Unqualified  Unqualified  Unqualified            0          0.1          0.6          0.5  Unqualified          0.5  Unqualified  Unqualified          0.8
candidate795  Unqualified          0.1  Unqualified  Unqualified          0.4            1          0.1  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified          0.6            0  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified
candidate796          0.5  Unqualified  Unqualified  Unqualified          0.2          0.9  Unqualified          0.4  Unqualified  Unqualified  Unqualified          0.1  Unqualified          0.7          0.6  Unqualified          0.1          0.1          0.1  Unqualified          0.3            1            1          0.2  Unqualified
candidate797  Unqualified          0.5          0.8          0.7  Unqualified  Unqualified          0.5          0.2  Unqualified  Unqualified  Unqualified  Unqualified          0.6          0.1  Unqualified          0.7            1          0.4          0.9  Unqualified  Unqualified  Unqualified          0.2  Unqualified          0.1
candidate798  Unqualified          0.7  Unqualified  Unqualified          0.1            1          0.9            1            1          0.5  Unqualified  Unqualified          0.4          0.5          0.5          0.7  Unqualified  Unqualified          0.9  Unqualified  Unqualified  Unqualified          0.4          0.4  Unqualified
candidate799          0.3          0.5          0.9  Unqualified  Unqualified          0.5  Unqualified          0.5  Unqualified  Unqualified          0.4  Unqualified  Unqualified          0.8  Unqualified  Unqualified  Unqualified          0.8  Unqualified          0.7          0.5  Unqualified          0.3  Unqualified            1

courses capacity and preference to candidates:
course capacity candidate271 candidate456 candidate506 candidate546 candidate544 candidate144 candidate253  candidate71 candidate170 candidate402  candidate34 candidate603  candidate76 candidate135 candidate781 candidate592 candidate298 candidate283 candidate682 candidate749 candidate774 candidate584 candidate336 candidate401 candidate104  candidate63 candidate513 candidate708 candidate292 candidate765 candidate519 candidate346 candidate399 candidate671 candidate420  candidate88 candidate217 candidate124 candidate150 candidate594 candidate587 candidate410 candidate530 candidate586 candidate741  candidate70 candidate250  candidate58 candidate161 candidate453 candidate467 candidate497 candidate409 candidate687 candidate407 candidate756 candidate702 candidate508 candidate656 candidate529 candidate531 candidate769 candidate766 candidate444 candidate706 candidate316 candidate400 candidate739 candidate784 candidate469 candidate213 candidate215  candidate60 candidate468 candidate186 candidate424 candidate609 candidate797  candidate28 candidate683 candidate361 candidate537 candidate126 candidate699 candidate377 candidate154 candidate262  candidate82 candidate293  candidate79 candidate474 candidate607 candidate202 candidate345 candidate267 candidate269 candidate112 candidate753 candidate554 candidate552 candidate773 candidate355 candidate441 candidate779 candidate120 candidate157  candidate77  candidate94 candidate359 candidate628 candidate310 candidate222 candidate220 candidate432 candidate462 candidate655 candidate280 candidate428 candidate459   candidate2 candidate659 candidate368  candidate36  candidate46 candidate621 candidate746 candidate278 candidate792 candidate723 candidate434 candidate492 candidate438  candidate27 candidate237 candidate321 candidate565 candidate566 candidate200 candidate408 candidate686  candidate24 candidate167 candidate187 candidate759 candidate375 candidate681 candidate557 candidate421 candidate214 candidate731  candidate65  candidate93   candidate4 candidate129 candidate155 candidate192 candidate246 candidate181 candidate351 candidate712  candidate81 candidate762 candidate688 candidate433 candidate189 candidate665 candidate317 candidate331 candidate147  candidate21 candidate645 candidate284 candidate141 candidate509 candidate525 candidate721 candidate314 candidate128 candidate266 candidate532 candidate216  candidate59  candidate20 candidate782 candidate358 candidate297 candidate478 candidate786 candidate303 candidate205 candidate562 candidate740 candidate618 candidate654 candidate763 candidate583 candidate600 candidate118 candidate207  candidate91 candidate149 candidate573 candidate798 candidate226 candidate510 candidate379  candidate72  candidate75 candidate247 candidate574  candidate47  candidate56 candidate236 candidate633 candidate101 candidate299  candidate89 candidate275 candidate608 candidate197 candidate319 candidate172 candidate240 candidate488 candidate701 candidate139 candidate203 candidate443  candidate14 candidate630 candidate173 candidate397 candidate601 candidate252   candidate8 candidate556 candidate323 candidate199 candidate641 candidate730 candidate234 candidate642 candidate318 candidate406 candidate138 candidate404  candidate98 candidate547 candidate489   candidate6 candidate212  candidate31  candidate52 candidate716 candidate261 candidate233 candidate218  candidate16 candidate255 candidate386 candidate417 candidate289 candidate449 candidate647 candidate105 candidate750 candidate517 candidate718 candidate796 candidate651  candidate83 candidate116 candidate381 candidate493  candidate69 candidate208 candidate640 candidate191 candidate726 candidate109 candidate362 candidate669  candidate78 candidate228 candidate738  candidate86   candidate1 candidate282 candidate177 candidate352  candidate42 candidate487 candidate328 candidate162 candidate563 candidate615 candidate710 candidate287  candidate54 candidate637 candidate524 candidate485 candidate643 candidate538 candidate151 candidate113 candidate168 candidate387 candidate705 candidate502 candidate279 candidate624 candidate757 candidate339 candidate238 candidate107 candidate588  candidate74 candidate568 candidate673 candidate650 candidate581 candidate227 candidate378 candidate714 candidate704 candidate516 candidate789 candidate703  candidate85 candidate165 candidate248  candidate84  candidate80 candidate190 candidate320 candidate572 candidate754 candidate309 candidate201 candidate436 candidate329 candidate225 candidate533 candidate727  candidate48  candidate66 candidate649 candidate709 candidate634 candidate558 candidate183  candidate12 candidate245 candidate604 candidate612 candidate446 candidate242 candidate481 candidate137  candidate32 candidate354 candidate778 candidate623 candidate130 candidate677 candidate395 candidate527 candidate460 candidate326 candidate471  candidate15 candidate166 candidate521 candidate560 candidate501 candidate722 candidate772 candidate152 candidate666 candidate419 candidate473 candidate416 candidate180 candidate106 candidate370 candidate403 candidate350 candidate178 candidate324 candidate265 candidate616 candidate541 candidate667 candidate306 candidate561 candidate158  candidate26 candidate133 candidate276 candidate285 candidate690 candidate535 candidate171  candidate39 candidate445 candidate500 candidate567 candidate606  candidate90 candidate164 candidate115 candidate291 candidate545 candidate742 candidate385 candidate429 candidate696 candidate528 candidate411 candidate679 candidate249 candidate790 candidate787 candidate590 candidate780  candidate17 candidate733 candidate159  candidate95 candidate693 candidate717 candidate388 candidate652   candidate5 candidate695 candidate575 candidate613 candidate270 candidate728 candidate308 candidate555 candidate734 candidate514 candidate660 candidate597 candidate260 candidate589 candidate646 candidate396 candidate491 candidate390 candidate585 candidate472 candidate569  candidate33  candidate57  candidate45 candidate256 candidate632 candidate512 candidate360 candidate343 candidate496 candidate442 candidate458 candidate523 candidate599 candidate595 candidate465 candidate121  candidate51 candidate675 candidate707  candidate53 candidate206 candidate539 candidate498 candidate426 candidate658 candidate785 candidate526 candidate259 candidate103 candidate760 candidate747 candidate334 candidate582 candidate425 candidate668  candidate35 candidate614  candidate23 candidate263 candidate364 candidate286 candidate490 candidate448 candidate799 candidate596 candidate427 candidate325  candidate19 candidate670 candidate479 candidate542 candidate580 candidate176 candidate312 candidate413 candidate617 candidate461 candidate463 candidate720 candidate435 candidate136 candidate431  candidate30 candidate342 candidate235   candidate7   candidate3  candidate29 candidate333 candidate719 candidate145 candidate767 candidate340 candidate274  candidate99 candidate598 candidate464 candidate653 candidate268 candidate505 candidate619 candidate476 candidate232 candidate724 candidate229 candidate142 candidate371 candidate737 candidate224 candidate591 candidate764  candidate62 candidate503 candidate564 candidate664  candidate18 candidate210 candidate257 candidate736 candidate770 candidate305 candidate254 candidate648 candidate447 candidate593   candidate0 candidate611 candidate480 candidate672 candidate559 candidate239 candidate231 candidate357  candidate55 candidate110 candidate244  candidate43 candidate195 candidate394 candidate605 candidate571 candidate455 candidate132 candidate374 candidate610 candidate694 candidate330 candidate625 candidate639 candidate477 candidate662 candidate140 candidate100 candidate697 candidate356 candidate117 candidate627 candidate700 candidate143 candidate549 candidate311 candidate341 candidate622 candidate685  candidate49 candidate198 candidate384 candidate414 candidate423 candidate684  candidate87 candidate620 candidate457 candidate626 candidate534  candidate67 candidate300 candidate661 candidate365 candidate114 candidate768 candidate520 candidate153 candidate108 candidate692 candidate119 candidate788 candidate751 candidate169 candidate776 candidate294 candidate636  candidate10 candidate123  candidate73 candidate304 candidate775 candidate451 candidate363 candidate635 candidate391 candidate698 candidate791 candidate156 candidate313 candidate373 candidate713 candidate536 candidate327 candidate454 candidate315 candidate522 candidate553 candidate551 candidate389 candidate347 candidate729 candidate131 candidate752 candidate392 candidate771 candidate332 candidate437 candidate338 candidate290 candidate344 candidate415 candidate127 candidate185 candidate494 candidate272 candidate349 candidate440 candidate748 candidate277 candidate295 candidate495 candidate102 candidate182 candidate543 candidate795 candidate383 candidate483 candidate743 candidate209 candidate163 candidate725 candidate174 candidate783  candidate37 candidate335 candidate281 candidate515  candidate41 candidate450 candidate348 candidate470 candidate160  candidate96  candidate38  candidate92 candidate579 candidate548 candidate518 candidate221  candidate64 candidate732  candidate50  candidate97 candidate196 candidate689 candidate184   candidate9 candidate715 candidate570 candidate576 candidate691 candidate372 candidate744 candidate631 candidate629 candidate380 candidate134 candidate412 candidate366 candidate755 candidate307 candidate122 candidate393 candidate507 candidate211 candidate794 candidate175 candidate194 candidate504 candidate193 candidate230  candidate61 candidate475  candidate13  candidate68 candidate680 candidate793 candidate241 candidate353  candidate22 candidate302 candidate678 candidate540 candidate264 candidate430 candidate550 candidate644 candidate148 candidate657 candidate499 candidate602 candidate758  candidate40 candidate273 candidate511 candidate243 candidate578 candidate204 candidate288 candidate405 candidate638 candidate301 candidate179 candidate674 candidate418 candidate422 candidate663 candidate369 candidate125 candidate382 candidate258 candidate146 candidate337 candidate711 candidate735 candidate761 candidate111 candidate577  candidate44 candidate482 candidate486 candidate745 candidate398 candidate367 candidate777 candidate452 candidate223 candidate296 candidate322 candidate676 candidate484 candidate188 candidate251 candidate439 candidate219  candidate25  candidate11 candidate466 candidate376
 course0        5  Unqualified            1          0.9          0.8  Unqualified            0          0.8          0.9          0.4          0.3          0.8          0.3  Unqualified  Unqualified          0.3            1          0.7          0.6  Unqualified  Unqualified          0.2          0.4            1  Unqualified          0.5  Unqualified          0.6          0.2  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.5          0.7  Unqualified            0  Unqualified  Unqualified          0.2          0.6  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified          0.5          0.6          0.2  Unqualified  Unqualified          0.3          0.6          0.9  Unqualified          0.7          0.7            1          0.6  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.2          0.2          0.8          0.7  Unqualified  Unqualified          0.3          0.5  Unqualified          0.2  Unqualified  Unqualified          0.5          0.6  Unqualified          0.6          0.6  Unqualified  Unqualified          0.4  Unqualified  Unqualified          0.2          0.8  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified          0.1  Unqualified          0.4  Unqualified          0.4  Unqualified          0.9          0.5          0.3          0.6  Unqualified          0.3  Unqualified          0.2  Unqualified          0.2  Unqualified  Unqualified          0.6  Unqualified  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.5  Unqualified  Unqualified          0.2          0.9  Unqualified  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.6  Unqualified          0.6          0.6            0          0.5          0.5          0.9          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.4          0.8          0.2          0.3          0.6  Unqualified          0.2  Unqualified            1            0          0.8  Unqualified          0.2  Unqualified            0  Unqualified  Unqualified  Unqualified          0.8  Unqualified            0          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7          0.7  Unqualified  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.7  Unqualified  Unqualified          0.1  Unqualified  Unqualified          0.2  Unqualified  Unqualified          0.5          0.4          0.9  Unqualified          0.8  Unqualified          0.8          0.2          0.5          0.8  Unqualified  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified          0.4  Unqualified  Unqualified          0.9          0.6          0.8  Unqualified          0.5          0.1          0.4          0.5          0.1          0.8          0.1          0.7  Unqualified          0.2  Unqualified          0.6            1  Unqualified          0.3  Unqualified          0.7          0.6  Unqualified  Unqualified          0.1  Unqualified          0.9  Unqualified          0.3  Unqualified  Unqualified          0.7            0  Unqualified  Unqualified  Unqualified  Unqualified            0          0.6  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.6            0          0.1          0.1  Unqualified  Unqualified          0.8  Unqualified          0.2          0.8  Unqualified          0.9          0.8          0.2          0.6  Unqualified  Unqualified            0  Unqualified          0.1            1  Unqualified          0.8          0.8  Unqualified          0.7          0.3          0.2            0  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.7  Unqualified          0.4          0.7          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7          0.5            0  Unqualified  Unqualified          0.7          0.1          0.2          0.2  Unqualified  Unqualified          0.3  Unqualified          0.2  Unqualified            0          0.5          0.3  Unqualified          0.2          0.4  Unqualified          0.7          0.7          0.8          0.1          0.4  Unqualified          0.3          0.2  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.6  Unqualified  Unqualified  Unqualified          0.7          0.6          0.2  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified          0.6          0.7  Unqualified  Unqualified          0.3          0.3          0.5  Unqualified          0.2          0.3  Unqualified  Unqualified          0.1  Unqualified          0.7          0.6  Unqualified          0.8  Unqualified  Unqualified          0.3  Unqualified          0.1  Unqualified  Unqualified          0.8          0.8            1  Unqualified            0          0.5          0.5  Unqualified          0.7  Unqualified  Unqualified          0.5  Unqualified          0.6          0.8          0.1  Unqualified  Unqualified  Unqualified  Unqualified          0.2          0.4  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2  Unqualified          0.7            1  Unqualified          0.7  Unqualified          0.6          0.3  Unqualified  Unqualified  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.2  Unqualified          0.8  Unqualified  Unqualified          0.5  Unqualified  Unqualified          0.4          0.1  Unqualified          0.9  Unqualified          0.9          0.1  Unqualified          0.8          0.8  Unqualified          0.8          0.3  Unqualified  Unqualified          0.5          0.2          0.9          0.8  Unqualified          0.9  Unqualified          0.8  Unqualified  Unqualified          0.5            0  Unqualified  Unqualified  Unqualified          0.5          0.6  Unqualified          0.5  Unqualified  Unqualified          0.5  Unqualified  Unqualified          0.9  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.5  Unqualified          0.5          0.1  Unqualified          0.4          0.8          0.3          0.3          0.4          0.7  Unqualified  Unqualified            1          0.7  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.2          0.5  Unqualified          0.3  Unqualified  Unqualified          0.8  Unqualified  Unqualified          0.5          0.9  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified          0.5          0.9  Unqualified          0.2          0.1  Unqualified          0.9          0.9  Unqualified  Unqualified          0.9  Unqualified  Unqualified            0  Unqualified            1  Unqualified  Unqualified          0.8  Unqualified          0.4  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.6          0.8  Unqualified  Unqualified          0.9  Unqualified            0  Unqualified          0.4          0.1  Unqualified          0.8          0.3          0.5          0.5  Unqualified  Unqualified          0.4          0.4          0.7  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified  Unqualified            0          0.2  Unqualified          0.9  Unqualified  Unqualified          0.7  Unqualified            1          0.9            0  Unqualified          0.4          0.3  Unqualified  Unqualified          0.8          0.5          0.9  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified          0.3  Unqualified          0.5  Unqualified          0.6  Unqualified          0.8  Unqualified            0  Unqualified  Unqualified          0.1  Unqualified          0.2          0.8          0.2  Unqualified          0.9          0.5  Unqualified          0.6          0.5  Unqualified            1          0.1  Unqualified  Unqualified            0  Unqualified          0.9          0.3          0.5  Unqualified  Unqualified          0.2  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified          0.1          0.3          0.1          0.4  Unqualified          0.4          0.3          0.7          0.6          0.4          0.3  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified            0  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified          0.7          0.2          0.9  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.6          0.6          0.7  Unqualified          0.7  Unqualified  Unqualified  Unqualified          0.3          0.4          0.3          0.1          0.3          0.7            1  Unqualified  Unqualified            1          0.3            0          0.8          0.6          0.8  Unqualified          0.3          0.7  Unqualified  Unqualified  Unqualified            1          0.3  Unqualified  Unqualified          0.5          0.5          0.9          0.5          0.2  Unqualified          0.7  Unqualified          0.1  Unqualified            0          0.4          0.8          0.6  Unqualified          0.7          0.8          0.5          0.3          0.1          0.5  Unqualified          0.3  Unqualified          0.1          0.8  Unqualified  Unqualified          0.7  Unqualified          0.7          0.3  Unqualified          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified            0          0.8  Unqualified          0.3  Unqualified          0.8          0.7  Unqualified  Unqualified          0.4  Unqualified            1            1          0.7  Unqualified  Unqualified          0.9          0.2          0.7          0.1  Unqualified  Unqualified          0.3          0.4  Unqualified
