candidates preference to courses:
candidate      course8      course2      course6      course7     course14      course3      course0      course5      course9     course17     course18      course4      course1     course16     course11     course13     course19     course12     course10     course15
candidate133          0.3          0.4  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.1  Unqualified          0.9          0.5          0.3  Unqualified  Unqualified  Unqualified          0.4  Unqualified          0.6
candidate134  Unqualified          0.8  Unqualified          0.4  Unqualified          0.2  Unqualified  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified          0.2            0  Unqualified          0.5  Unqualified            1  Unqualified
candidate135  Unqualified          0.9  Unqualified  Unqualified          0.7          0.1  Unqualified  Unqualified  Unqualified          0.7          0.3  Unqualified          0.2  Unqualified          0.4          0.3  Unqualified          0.6          0.7  Unqualified
candidate136          0.3          0.3          0.9  Unqualified          0.3  Unqualified  Unqualified          0.9          0.7  Unqualified          0.8  Unqualified          0.3          0.3          0.9  Unqualified            0  Unqualified          0.3            0
candidate137  Unqualified          0.4  Unqualified          0.5          0.5  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified          0.8          0.7  Unqualified
candidate138  Unqualified          0.1  Unqualified          0.6  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified            0  Unqualified  Unqualified          0.6          0.8          0.1          0.2  Unqualified  Unqualified
candidate139  Unqualified  Unqualified  Unqualified          0.8          0.4  Unqualified          0.6          0.7          0.9  Unqualified  Unqualified  Unqualified            0  Unqualified          0.5  Unqualified          0.3  Unqualified  Unqualified  Unqualified
candidate140          0.5          0.6          0.7  Unqualified          0.1          0.6          0.6            0          0.5  Unqualified          0.4            0          0.9          0.1          0.8  Unqualified          0.1  Unqualified          0.4  Unqualified
candidate141          0.7          0.4  Unqualified  Unqualified          0.3  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.1          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.8
candidate142  Unqualified          0.5  Unqualified  Unqualified          0.1  Unqualified  Unqualified          0.9          0.7  Unqualified          0.2          0.4          0.6  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified
candidate143  Unqualified          0.8          0.3          0.1          0.2  Unqualified            0  Unqualified  Unqualified          0.3          0.8  Unqualified          0.2          0.8          0.4          0.8  Unqualified  Unqualified          0.2  Unqualified
candidate144          0.3          0.8          0.4  Unqualified          0.4  Unqualified          0.3  Unqualified          0.3  Unqualified          0.3          0.2  Unqualified  Unqualified  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified
candidate145  Unqualified          0.1          0.3  Unqualified  Unqualified          0.7          0.8          0.3  Unqualified          0.1          0.7  Unqualified  Unqualified          0.2  Unqualified          0.2          0.6  Unqualified            0          0.5
candidate146  Unqualified          0.9  Unqualified          0.4          0.9          0.8  Unqualified  Unqualified  Unqualified  Unqualified          0.3          0.4  Unqualified          0.2  Unqualified  Unqualified  Unqualified          0.7  Unqualified          0.3
candidate147  Unqualified          0.4          0.1  Unqualified            1          0.6  Unqualified  Unqualified          0.1          0.5  Unqualified  Unqualified          0.9          0.2          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified
candidate148  Unqualified  Unqualified          0.8          0.2  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified          0.1          0.3  Unqualified  Unqualified          0.5          0.3  Unqualified  Unqualified  Unqualified  Unqualified
candidate149          0.2  Unqualified  Unqualified          0.1          0.4  Unqualified            1  Unqualified  Unqualified  Unqualified          0.9            1  Unqualified  Unqualified  Unqualified          0.8  Unqualified          0.6          0.4  Unqualified
candidate150          0.4          0.2          0.6  Unqualified          0.4  Unqualified  Unqualified          0.7          0.2  Unqualified  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified            0          0.4
candidate151          0.4  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.1          0.8  Unqualified  Unqualified          0.6  Unqualified          0.2  Unqualified          0.4  Unqualified          0.3          0.8  Unqualified  Unqualified
candidate152          0.5  Unqualified          0.5  Unqualified  Unqualified          0.2          0.7          0.2  Unqualified          0.7          0.7          0.1  Unqualified          0.2  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified
candidate153          0.4          0.2  Unqualified  Unqualified  Unqualified          0.7          0.4  Unqualified          0.7  Unqualified          0.7  Unqualified          0.9          0.1          0.5  Unqualified          0.2            0  Unqualified  Unqualified
candidate154  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.1          0.7  Unqualified          0.1          0.7          0.2          0.3          0.1          0.8  Unqualified          0.3          0.5  Unqualified          0.8
candidate155  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified          0.5          0.5          0.2  Unqualified  Unqualified          0.6          0.9          0.8  Unqualified          0.6          0.7          0.5
candidate156          0.8  Unqualified          0.7          0.6  Unqualified  Unqualified  Unqualified  Unqualified          0.4          0.9          0.2          0.8  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified
candidate157  Unqualified  Unqualified  Unqualified          0.1          0.3            0          0.8  Unqualified          0.5          0.7          0.6  Unqualified  Unqualified          0.4          0.3          0.2  Unqualified          0.5  Unqualified          0.6
candidate158  Unqualified          0.5  Unqualified          0.8          0.3  Unqualified          0.2  Unqualified  Unqualified          0.6  Unqualified          0.4  Unqualified  Unqualified          0.8          0.1          0.9  Unqualified          0.9  Unqualified
candidate159  Unqualified  Unqualified          0.2            1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.8  Unqualified          0.2  Unqualified          0.8          0.7  Unqualified  Unqualified          0.9  Unqualified
candidate160  Unqualified          0.5          0.4  Unqualified          0.1          0.6          0.1  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.3          0.2  Unqualified          0.6          0.2          0.9  Unqualified          0.1
candidate161          0.1          0.6  Unqualified          0.3          0.9  Unqualified  Unqualified  Unqualified          0.6  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.1          0.8          0.8          0.4  Unqualified          0.6
candidate162          0.2          0.3  Unqualified          0.6  Unqualified  Unqualified          0.9  Unqualified  Unqualified  Unqualified          0.2          0.5          0.6          0.7          0.5          0.9          0.6          0.4          0.9  Unqualified
candidate163  Unqualified          0.5            1          0.4          0.2          0.1          0.3          0.8  Unqualified          0.9          0.4          0.3  Unqualified          0.4  Unqualified  Unqualified  Unqualified          0.8            1  Unqualified
