candidates preference to courses:
candidate      course2     course29      course7      course3     course19     course16     course22     course18     course15      course8      course6      course1     course28     course27     course24     course14      course9      course5     course20     course13     course26     course25      course0     course21     course17      course4     course11     course23     course12     course10
candidate785  Unqualified  Unqualified          0.5            1  Unqualified  Unqualified  Unqualified          0.3          0.4          0.5          0.7            0  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.3          0.1          0.2          0.6          0.2          0.5  Unqualified          0.7          0.4  Unqualified  Unqualified
candidate786  Unqualified            1  Unqualified          0.2          0.6  Unqualified          0.7            0  Unqualified  Unqualified  Unqualified          0.8  Unqualified          0.6          0.1  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.4  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified          0.6  Unqualified          0.1
candidate787  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified          0.8          0.1          0.4  Unqualified          0.1  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified          0.6  Unqualified            0  Unqualified  Unqualified            0  Unqualified  Unqualified            1
candidate788  Unqualified          0.4          0.6  Unqualified  Unqualified          0.1  Unqualified          0.6          0.1          0.5            1  Unqualified  Unqualified            1  Unqualified  Unqualified          0.3  Unqualified          0.1  Unqualified  Unqualified  Unqualified          0.1          0.9  Unqualified          0.3  Unqualified          0.9          0.7          0.2
candidate789          0.6  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified          0.5          0.8          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.8  Unqualified  Unqualified          0.4  Unqualified  Unqualified            0          0.5          0.3          0.3  Unqualified  Unqualified          0.3            1          0.7
candidate790          0.5  Unqualified          0.9  Unqualified            0          0.4          0.5          0.4          0.8  Unqualified          0.3  Unqualified  Unqualified          0.4          0.6  Unqualified          0.6          0.2          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.2          0.3          0.8  Unqualified  Unqualified          0.9          0.3
candidate791  Unqualified  Unqualified          0.2  Unqualified          0.5            0          0.9  Unqualified          0.4          0.6  Unqualified  Unqualified          0.1          0.6  Unqualified  Unqualified          0.3          0.5  Unqualified          0.6          0.1          0.9  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.9  Unqualified
candidate792  Unqualified  Unqualified  Unqualified          0.6  Unqualified  Unqualified  Unqualified          0.6          0.9          0.8  Unqualified          0.3  Unqualified          0.9            0          0.2          0.1          0.8          0.8          0.1  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.1  Unqualified  Unqualified  Unqualified            1
candidate793  Unqualified          0.4          0.2  Unqualified  Unqualified          0.8  Unqualified  Unqualified          0.4  Unqualified          0.8  Unqualified          0.1  Unqualified          0.3          0.9          0.6  Unqualified          0.2  Unqualified  Unqualified          0.5  Unqualified          0.2  Unqualified          0.4          0.1  Unqualified          0.6          0.7
candidate794  Unqualified          0.2  Unqualified          0.9          0.9  Unqualified          0.8  Unqualified          0.4          0.7          0.3          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.8  Unqualified          0.5          0.4  Unqualified          0.7  Unqualified  Unqualified          0.7  Unqualified  Unqualified          0.9            1
candidate795          0.2          0.5          0.5  Unqualified  Unqualified          0.3          0.8  Unqualified  Unqualified          0.9  Unqualified          0.3  Unqualified  Unqualified          0.9          0.4          0.5          0.4  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified
candidate796          0.9  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.6          0.1          0.3  Unqualified          0.6  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.4  Unqualified          0.3          0.9  Unqualified          0.4  Unqualified          0.8          0.6  Unqualified  Unqualified  Unqualified
candidate797            1  Unqualified  Unqualified          0.8          0.1  Unqualified  Unqualified  Unqualified          0.2          0.5          0.7          0.9  Unqualified  Unqualified          0.5          0.5          0.9  Unqualified  Unqualified          0.7  Unqualified            0          0.2          0.9  Unqualified  Unqualified          0.4  Unqualified  Unqualified            0
candidate798          0.3          0.5          0.2  Unqualified          0.1  Unqualified  Unqualified          0.5          0.7  Unqualified          0.5  Unqualified            0          0.6  Unqualified          0.2  Unqualified          0.5          0.9  Unqualified  Unqualified          0.6  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified          0.8          0.9
candidate799          0.5          0.8  Unqualified  Unqualified            1  Unqualified          0.2          0.7  Unqualified  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified            0  Unqualified  Unqualified  Unqualified          0.5  Unqualified          0.8  Unqualified          0.8          0.8          0.6          0.2  Unqualified          0.8
candidate800          0.7  Unqualified          0.3  Unqualified  Unqualified          0.5          0.2          0.8  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified          0.8            0          0.3  Unqualified  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified          0.9
candidate801          0.6          0.9          0.4          0.9          0.9          0.6          0.9          0.5  Unqualified          0.8          0.4  Unqualified  Unqualified          0.9  Unqualified  Unqualified          0.8  Unqualified          0.4          0.9          0.4          0.2          0.9  Unqualified          0.5          0.4          0.7  Unqualified  Unqualified  Unqualified
candidate802          0.3          0.7  Unqualified          0.4          0.1          0.5          0.3  Unqualified  Unqualified          0.8  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.4          0.3  Unqualified          0.9  Unqualified  Unqualified          0.2          0.2          0.7          0.2  Unqualified  Unqualified          0.2          0.6  Unqualified
candidate803          0.1  Unqualified          0.5  Unqualified          0.9          0.9  Unqualified          0.1          0.7          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.6          0.7          0.2          0.9  Unqualified            0  Unqualified  Unqualified          0.2          0.9  Unqualified          0.8          0.5  Unqualified
candidate804  Unqualified  Unqualified          0.6  Unqualified  Unqualified  Unqualified  Unqualified          0.1          0.6  Unqualified            0  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.1            0  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified            0          0.6  Unqualified            1          0.9  Unqualified
candidate805          0.4  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.6  Unqualified          0.3          0.5  Unqualified  Unqualified          0.5  Unqualified          0.6  Unqualified  Unqualified            0          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7            1          0.2  Unqualified          0.9          0.7
candidate806          0.6  Unqualified          0.5  Unqualified          0.2          0.8  Unqualified          0.9  Unqualified          0.6          0.6          0.3  Unqualified          0.6          0.7  Unqualified  Unqualified          0.7  Unqualified          0.5  Unqualified          0.9  Unqualified  Unqualified          0.8  Unqualified  Unqualified          0.6            1          0.7
candidate807  Unqualified          0.3  Unqualified          0.4          0.9          0.7            1          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.3          0.2  Unqualified            1  Unqualified          0.1          0.9          0.5          0.6  Unqualified          0.8  Unqualified          0.4          0.4  Unqualified          0.8  Unqualified          0.6
candidate808          0.1  Unqualified  Unqualified  Unqualified  Unqualified          0.6          0.3  Unqualified  Unqualified          0.6          0.5  Unqualified  Unqualified  Unqualified          0.4          0.2          0.3          0.4  Unqualified  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified          0.3          0.7  Unqualified  Unqualified  Unqualified
candidate809  Unqualified          0.7          0.9          0.9  Unqualified          0.1          0.3  Unqualified  Unqualified          0.1          0.5  Unqualified  Unqualified            0          0.8          0.2          0.8  Unqualified  Unqualified  Unqualified          0.5          0.7  Unqualified  Unqualified  Unqualified          0.4          0.5  Unqualified          0.4  Unqualified
candidate810          0.5          0.7  Unqualified  Unqualified          0.7          0.2          0.1          0.7  Unqualified          0.2          0.3  Unqualified            1          0.5  Unqualified          0.7  Unqualified          0.7  Unqualified  Unqualified          0.2          0.2  Unqualified  Unqualified          0.7          0.9          0.5  Unqualified  Unqualified          0.8
candidate811          0.5          0.3  Unqualified  Unqualified  Unqualified          0.1  Unqualified  Unqualified          0.7  Unqualified  Unqualified          0.1  Unqualified          0.6  Unqualified          0.5          0.4  Unqualified          0.9  Unqualified  Unqualified  Unqualified          0.6  Unqualified  Unqualified  Unqualified  Unqualified          0.9  Unqualified            0
candidate812          0.8  Unqualified  Unqualified          0.3  Unqualified          0.6          0.8  Unqualified          0.9  Unqualified  Unqualified  Unqualified            0  Unqualified  Unqualified  Unqualified          0.7          0.6          0.8  Unqualified  Unqualified          0.2          0.6  Unqualified  Unqualified            1            1            1  Unqualified  Unqualified
candidate813  Unqualified  Unqualified          0.7            1  Unqualified          0.9  Unqualified          0.2  Unqualified          0.8            1  Unqualified          0.9          0.4          0.6  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified          0.9          0.4  Unqualified          0.5  Unqualified  Unqualified  Unqualified  Unqualified
candidate814  Unqualified            0  Unqualified  Unqualified          0.8  Unqualified  Unqualified          0.3          0.7  Unqualified          0.3          0.2  Unqualified          0.8  Unqualified          0.9  Unqualified  Unqualified          0.9  Unqualified          0.3          0.8  Unqualified          0.3  Unqualified  Unqualified          0.6          0.5            0  Unqualified
candidate815  Unqualified          0.5          0.2  Unqualified          0.2  Unqualified  Unqualified            0            0          0.1          0.7          0.8  Unqualified          0.8  Unqualified          0.3  Unqualified          0.7          0.1          0.5          0.5          0.7          0.7          0.1  Unqualified  Unqualified          0.7          0.6  Unqualified  Unqualified
candidate816  Unqualified  Unqualified          0.6          0.7          0.1          0.2          0.1  Unqualified  Unqualified            0          0.7  Unqualified          0.6  Unqualified          0.4          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified
candidate817          0.3  Unqualified            0          0.4  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.5  Unqualified  Unqualified          0.9          0.9  Unqualified          0.4          0.1  Unqualified          0.1  Unqualified  Unqualified          0.1          0.7  Unqualified            1  Unqualified  Unqualified          0.4  Unqualified
candidate818          0.7  Unqualified  Unqualified  Unqualified          0.3          0.9  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.8  Unqualified            0            0          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.6  Unqualified
candidate819  Unqualified  Unqualified          0.1          0.4          0.4  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.7  Unqualified          0.4          0.7          0.7  Unqualified          0.5          0.7          0.4          0.8  Unqualified  Unqualified          0.5          0.2  Unqualified          0.4          0.3          0.8  Unqualified          0.1
candidate820  Unqualified  Unqualified          0.9  Unqualified  Unqualified          0.2  Unqualified          0.8  Unqualified          0.9  Unqualified  Unqualified  Unqualified          0.2            1  Unqualified          0.9  Unqualified          0.8          0.9          0.5          0.9  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified          0.4  Unqualified
candidate821  Unqualified  Unqualified          0.8  Unqualified          0.2  Unqualified          0.5          0.9          0.4  Unqualified          0.6  Unqualified  Unqualified  Unqualified  Unqualified            0          0.8  Unqualified          0.8  Unqualified  Unqualified          0.4  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.8  Unqualified  Unqualified
candidate822  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified  Unqualified  Unqualified          0.7          0.6          0.2          0.7          0.7          0.5          0.5  Unqualified  Unqualified          0.7  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified  Unqualified            0          0.8  Unqualified          0.1          0.1
candidate823  Unqualified          0.7  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified            1          0.9  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.6            0  Unqualified  Unqualified  Unqualified          0.5  Unqualified          0.5            1  Unqualified
candidate824          0.6  Unqualified          0.6  Unqualified          0.9  Unqualified          0.3          0.5  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified            1  Unqualified            1  Unqualified  Unqualified  Unqualified          0.7          0.2          0.9          0.1          0.9          0.8  Unqualified          0.1  Unqualified  Unqualified
candidate825          0.2          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2            0          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.9          0.3  Unqualified          0.4  Unqualified          0.6            1  Unqualified            1
candidate826  Unqualified            1          0.8  Unqualified          0.6  Unqualified  Unqualified  Unqualified  Unqualified          0.1          0.1          0.1          0.3          0.9          0.7          0.1          0.1  Unqualified          0.6  Unqualified  Unqualified  Unqualified            1  Unqualified          0.1  Unqualified  Unqualified          0.3  Unqualified  Unqualified
candidate827  Unqualified  Unqualified          0.8  Unqualified          0.6            0          0.3  Unqualified          0.1  Unqualified          0.8          0.2          0.4  Unqualified          0.7  Unqualified          0.8          0.9          0.3  Unqualified          0.5          0.9  Unqualified          0.7  Unqualified            0          0.4  Unqualified          0.3  Unqualified
candidate828          0.4          0.1            1  Unqualified          0.9          0.4          0.3  Unqualified          0.5  Unqualified  Unqualified          0.5  Unqualified            1            0  Unqualified  Unqualified  Unqualified          0.9          0.4  Unqualified            1          0.5  Unqualified          0.2          0.6          0.6          0.5  Unqualified  Unqualified
candidate829          0.8          0.6  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.4          0.2          0.8          0.8  Unqualified  Unqualified  Unqualified          0.8            1  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.3          0.8          0.4          0.6
candidate830  Unqualified  Unqualified  Unqualified          0.3            1          0.9  Unqualified          0.6          0.5          0.9  Unqualified  Unqualified  Unqualified          0.3  Unqualified          0.5          0.7  Unqualified            0  Unqualified  Unqualified          0.7          0.9          0.5  Unqualified  Unqualified          0.6  Unqualified            0          0.6
candidate831  Unqualified  Unqualified          0.8  Unqualified          0.8  Unqualified          0.6          0.2          0.7          0.4  Unqualified  Unqualified          0.3          0.4  Unqualified          0.1            0          0.4  Unqualified          0.1            0          0.5  Unqualified  Unqualified  Unqualified          0.9            0  Unqualified          0.8          0.8
candidate832            0  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2          0.9          0.7          0.4          0.6          0.1          0.7  Unqualified          0.2          0.9  Unqualified          0.3  Unqualified          0.8          0.8  Unqualified          0.5          0.3  Unqualified  Unqualified          0.8  Unqualified
candidate833  Unqualified          0.4  Unqualified          0.2  Unqualified  Unqualified          0.4  Unqualified          0.1          0.4          0.2  Unqualified  Unqualified          0.8  Unqualified          0.1          0.9          0.9            0            0  Unqualified          0.8  Unqualified  Unqualified  Unqualified          0.9          0.6  Unqualified          0.7  Unqualified
candidate834  Unqualified          0.9          0.1  Unqualified  Unqualified  Unqualified  Unqualified          0.7          0.2          0.4  Unqualified          0.9  Unqualified  Unqualified            1  Unqualified  Unqualified  Unqualified          0.7  Unqualified          0.6  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified
candidate835            1          0.4          0.4          0.4  Unqualified  Unqualified          0.1  Unqualified          0.1  Unqualified  Unqualified          0.8  Unqualified          0.9            0          0.1  Unqualified  Unqualified            1  Unqualified          0.9  Unqualified  Unqualified          0.8  Unqualified  Unqualified            1  Unqualified  Unqualified  Unqualified
candidate836  Unqualified          0.6  Unqualified          0.5          0.1          0.5  Unqualified          0.1  Unqualified            0          0.9  Unqualified  Unqualified          0.8          0.1  Unqualified          0.7  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.6          0.6          0.9  Unqualified  Unqualified          0.5
candidate837  Unqualified  Unqualified          0.8          0.2  Unqualified  Unqualified          0.9          0.7          0.7  Unqualified  Unqualified          0.9          0.3  Unqualified  Unqualified          0.6  Unqualified  Unqualified  Unqualified          0.8          0.5  Unqualified  Unqualified          0.1          0.4  Unqualified  Unqualified          0.6          0.1  Unqualified
candidate838  Unqualified          0.1          0.7          0.2          0.8  Unqualified          0.9          0.5          0.1  Unqualified  Unqualified          0.3          0.8            1  Unqualified  Unqualified          0.4          0.7          0.9          0.6          0.7  Unqualified          0.9          0.5            0          0.3  Unqualified  Unqualified  Unqualified  Unqualified
candidate839          0.5  Unqualified          0.2          0.6  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified          0.6            0          0.1  Unqualified  Unqualified          0.6          0.6  Unqualified  Unqualified          0.8          0.1  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified
candidate840  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.1          0.4          0.7          0.6          0.9  Unqualified            1          0.5  Unqualified          0.1  Unqualified          0.6          0.4  Unqualified  Unqualified          0.8  Unqualified  Unqualified          0.8          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified
candidate841          0.9          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.1          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified          0.6  Unqualified          0.1          0.3
candidate842          0.6  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.6          0.4          0.9          0.7          0.5  Unqualified          0.7            1  Unqualified  Unqualified  Unqualified          0.6          0.2          0.4          0.4  Unqualified  Unqualified  Unqualified  Unqualified            1  Unqualified  Unqualified  Unqualified          0.9
candidate843  Unqualified          0.2          0.9          0.6  Unqualified  Unqualified          0.7  Unqualified  Unqualified          0.8  Unqualified  Unqualified            1          0.8  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2  Unqualified  Unqualified          0.7          0.4  Unqualified          0.6  Unqualified          0.1          0.9          0.6
candidate844          0.9          0.2            1          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.2          0.4  Unqualified  Unqualified  Unqualified          0.3  Unqualified          0.4          0.8          0.8            1          0.6          0.2          0.2          0.3          0.2          0.1          0.2  Unqualified
candidate845  Unqualified  Unqualified  Unqualified            1          0.6  Unqualified            1  Unqualified          0.4  Unqualified  Unqualified          0.2          0.4  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2  Unqualified  Unqualified            0  Unqualified  Unqualified          0.3  Unqualified  Unqualified          0.2  Unqualified  Unqualified
candidate846  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.6          0.4          0.5          0.3  Unqualified  Unqualified          0.2  Unqualified  Unqualified          0.8  Unqualified          0.7  Unqualified          0.4          0.9          0.8          0.5  Unqualified          0.9          0.5  Unqualified          0.2  Unqualified          0.7  Unqualified
candidate847  Unqualified          0.9          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.2            0  Unqualified          0.9          0.8  Unqualified          0.6  Unqualified          0.1  Unqualified          0.2          0.3  Unqualified          0.1  Unqualified  Unqualified          0.8  Unqualified          0.3  Unqualified  Unqualified
candidate848  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified            1          0.9  Unqualified  Unqualified  Unqualified          0.2  Unqualified  Unqualified          0.8          0.1          0.8          0.1  Unqualified  Unqualified  Unqualified  Unqualified          0.2            0  Unqualified          0.7
candidate849  Unqualified  Unqualified          0.3          0.4          0.8          0.7  Unqualified          0.3          0.8  Unqualified  Unqualified          0.6          0.8          0.8  Unqualified  Unqualified          0.7          0.8  Unqualified          0.2  Unqualified  Unqualified  Unqualified          0.3  Unqualified          0.7          0.3            0  Unqualified          0.4
candidate850  Unqualified  Unqualified  Unqualified  Unqualified          0.1  Unqualified          0.5          0.5  Unqualified  Unqualified          0.1  Unqualified          0.8          0.5          0.1          0.9          0.4  Unqualified          0.6          0.3  Unqualified          0.9          0.1          0.1  Unqualified          0.1  Unqualified  Unqualified          0.3          0.7
candidate851          0.1          0.6  Unqualified          0.1          0.4  Unqualified  Unqualified  Unqualified  Unqualified          0.9            0          0.7  Unqualified  Unqualified          0.3          0.4          0.9  Unqualified  Unqualified            0          0.4            0  Unqualified  Unqualified  Unqualified  Unqualified          0.8  Unqualified          0.9          0.6
candidate852          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.7          0.2  Unqualified          0.3  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified          0.6          0.6          0.2  Unqualified          0.7          0.6  Unqualified          0.5  Unqualified  Unqualified
candidate853            0          0.4  Unqualified  Unqualified  Unqualified  Unqualified          0.2  Unqualified          0.1  Unqualified          0.8          0.9  Unqualified          0.9          0.4          0.8  Unqualified          0.8  Unqualified  Unqualified          0.5          0.8  Unqualified          0.2  Unqualified  Unqualified  Unqualified          0.8          0.1  Unqualified
candidate854          0.8  Unqualified          0.8  Unqualified          0.5          0.2  Unqualified          0.2          0.8  Unqualified          0.6  Unqualified  Unqualified  Unqualified          0.6          0.2          0.2          0.4          0.8          0.6  Unqualified            0  Unqualified  Unqualified          0.7          0.2          0.7  Unqualified            1          0.6
candidate855          0.6  Unqualified  Unqualified          0.9  Unqualified  Unqualified            0          0.4          0.4          0.1          0.3  Unqualified  Unqualified  Unqualified          0.9          0.1          0.4  Unqualified          0.7          0.6          0.8          0.2  Unqualified          0.8  Unqualified  Unqualified  Unqualified          0.3          0.3  Unqualified
candidate856          0.2  Unqualified  Unqualified  Unqualified          0.9          0.1          0.4  Unqualified  Unqualified            0  Unqualified          0.2          0.2  Unqualified          0.8          0.4  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.1  Unqualified          0.2  Unqualified          0.3  Unqualified  Unqualified
candidate857            1          0.4  Unqualified          0.5          0.9          0.6            0  Unqualified          0.3  Unqualified          0.5          0.6  Unqualified  Unqualified          0.3  Unqualified          0.4  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.6  Unqualified          0.5          0.3          0.4          0.5  Unqualified
candidate858  Unqualified            0  Unqualified          0.8  Unqualified  Unqualified          0.3          0.2  Unqualified  Unqualified  Unqualified  Unqualified          0.6          0.7          0.2  Unqualified          0.2          0.4  Unqualified  Unqualified          0.7  Unqualified          0.7          0.5          0.7  Unqualified  Unqualified  Unqualified          0.1  Unqualified
candidate859  Unqualified  Unqualified            0          0.7  Unqualified          0.9  Unqualified  Unqualified  Unqualified          0.6  Unqualified  Unqualified          0.8          0.6  Unqualified          0.9          0.7          0.2          0.6          0.8  Unqualified          0.4  Unqualified            0          0.4          0.6  Unqualified  Unqualified  Unqualified          0.5
candidate860  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.4          0.8  Unqualified          0.5          0.1  Unqualified  Unqualified          0.4  Unqualified          0.4          0.8  Unqualified          0.3  Unqualified          0.9          0.3          0.7  Unqualified          0.4  Unqualified          0.6          0.7  Unqualified  Unqualified
candidate861  Unqualified          0.5          0.7          0.6  Unqualified  Unqualified  Unqualified          0.5          0.2  Unqualified            1  Unqualified          0.5          0.1          0.1          0.5          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.6  Unqualified          0.5          0.7  Unqualified  Unqualified          0.1          0.3
candidate862  Unqualified          0.4          0.3            0  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.6  Unqualified  Unqualified          0.1  Unqualified          0.1  Unqualified          0.6            0  Unqualified          0.9  Unqualified  Unqualified  Unqualified  Unqualified            1  Unqualified  Unqualified          0.4  Unqualified
candidate863  Unqualified  Unqualified          0.2          0.9  Unqualified  Unqualified          0.5  Unqualified          0.9  Unqualified  Unqualified  Unqualified          0.7          0.8          0.8  Unqualified          0.7  Unqualified          0.1          0.2  Unqualified  Unqualified          0.1          0.8          0.2          0.3  Unqualified          0.8  Unqualified  Unqualified
candidate864  Unqualified            1  Unqualified  Unqualified  Unqualified          0.5  Unqualified  Unqualified          0.6  Unqualified          0.2            1          0.9          0.4          0.9  Unqualified  Unqualified  Unqualified          0.8          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.3          0.7  Unqualified          0.8          0.9
candidate865  Unqualified  Unqualified  Unqualified  Unqualified          0.8            0          0.2  Unqualified          0.8          0.8          0.1  Unqualified          0.6  Unqualified          0.6  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified          0.8          0.5  Unqualified          0.1          0.8          0.4          0.6            1  Unqualified
candidate866  Unqualified          0.5          0.7          0.1  Unqualified            0          0.5  Unqualified  Unqualified  Unqualified          0.7  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified            0          0.1  Unqualified          0.7          0.4  Unqualified            0          0.1          0.2          0.8          0.8
candidate867  Unqualified  Unqualified          0.8  Unqualified          0.2  Unqualified          0.1          0.4          0.4  Unqualified          0.8  Unqualified  Unqualified  Unqualified          0.6  Unqualified  Unqualified          0.9          0.9          0.2          0.2          0.1  Unqualified          0.6            0          0.8            1  Unqualified          0.8            1
candidate868  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.8  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.8          0.1  Unqualified  Unqualified          0.1          0.4          0.7  Unqualified          0.6  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified
candidate869  Unqualified  Unqualified            0          0.9          0.4          0.6          0.3          0.1  Unqualified  Unqualified          0.5  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified            0            0          0.2  Unqualified  Unqualified          0.7  Unqualified          0.4          0.6  Unqualified          0.8          0.7  Unqualified
candidate870          0.6          0.8  Unqualified          0.8          0.2          0.5  Unqualified  Unqualified          0.6          0.4  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified          0.6  Unqualified          0.6          0.7          0.1          0.5          0.4          0.7
candidate871  Unqualified  Unqualified          0.3  Unqualified  Unqualified          0.5          0.9          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified            1          0.9            0  Unqualified  Unqualified  Unqualified  Unqualified          0.3          0.9          0.7  Unqualified          0.4          0.5  Unqualified          0.6          0.9
candidate872  Unqualified          0.1          0.4          0.3          0.2  Unqualified  Unqualified  Unqualified          0.9          0.5          0.3          0.7          0.7          0.7          0.5  Unqualified          0.1  Unqualified          0.2  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified  Unqualified          0.9          0.6          0.8          0.2
candidate873  Unqualified          0.9            1  Unqualified          0.3  Unqualified          0.7  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified          0.3          0.8  Unqualified  Unqualified          0.1          0.8          0.9          0.8  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified          0.8
candidate874          0.9  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.5          0.1          0.1  Unqualified          0.3          0.3  Unqualified  Unqualified          0.7          0.8          0.1          0.7          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.6
